Plaintext,Encryption Key,EM Traces,EM Traces Parsed,Mean,Vulnerable
808702A3C0C91F21,A1B2C3D4E5F6G7H8,0.9210688899962345 -0.002184328133315246 0.008028230795907268 -0.009569377528896883 0.00037570671762787895 -0.021377175018074682 0.011623013992821408 0.015644158213533793 1.1512692155901016 -0.013874406046520838 -0.015565786356604954 0.0008364009281931895 -0.0042711506629844855 1.0615519824919126 1.1074694847853699 1.1716660927983045 -0.04666801935460679 7.611048110931412e-05 0.018478762746928418 0.02808059799287158 -0.0013590770769827262 -0.009286361155610021 1.1234889758306597 -0.020501271083205805 1.0360725571908975 -0.030361189963027314 1.1673592007393674 0.0002134791229535955 -0.02432294901861114 -0.0015834098494141888 1.0408573841084034 0.8538249623749676 0.9793795756254462 1.1595325646616241 -0.00322165592149308 -0.005910959167386973 0.013447244994684604 -0.03442926494679753 0.019404769301126893 0.02758120185845912 1.1755326070293515 1.137790975895869 -0.013777255259450616 0.007900732834377752 0.8923087420086426 0.029761148481980217 -0.015704698110783552 1.1621537552569599 0.006045661660060667 -0.032698381062995385 -0.021842141645271013 1.1542018716663291 1.1127718714112138 1.1919780852955895 1.0180301046772249 0.8534739927420244 -0.03664973115800562 0.034934898878058285 0.8582968825955524 0.000991074619116639 0.001726281713836663 0.006256286119328693 0.009249058666701993 1.1197505801193495,"[ 9.21068890e-01 -2.18432813e-03  8.02823080e-03 -9.56937753e-03
  3.75706718e-04 -2.13771750e-02  1.16230140e-02  1.56441582e-02
  1.15126922e+00 -1.38744060e-02 -1.55657864e-02  8.36400928e-04
 -4.27115066e-03  1.06155198e+00  1.10746948e+00  1.17166609e+00
 -4.66680194e-02  7.61104811e-05  1.84787627e-02  2.80805980e-02
 -1.35907708e-03 -9.28636116e-03  1.12348898e+00 -2.05012711e-02
  1.03607256e+00 -3.03611900e-02  1.16735920e+00  2.13479123e-04
 -2.43229490e-02 -1.58340985e-03  1.04085738e+00  8.53824962e-01
  9.79379576e-01  1.15953256e+00 -3.22165592e-03 -5.91095917e-03
  1.34472450e-02 -3.44292649e-02  1.94047693e-02  2.75812019e-02
  1.17553261e+00  1.13779098e+00 -1.37772553e-02  7.90073283e-03
  8.92308742e-01  2.97611485e-02 -1.57046981e-02  1.16215376e+00
  6.04566166e-03 -3.26983811e-02 -2.18421416e-02  1.15420187e+00
  1.11277187e+00  1.19197809e+00  1.01803010e+00  8.53473993e-01
 -3.66497312e-02  3.49348989e-02  8.58296883e-01  9.91074619e-04
  1.72628171e-03  6.25628612e-03  9.24905867e-03  1.11975058e+00]",0.38008322791392246,Yes
7D262B1A3FF48F4A,A1B2C3D4E5F6G7H8,0.010448205538003406 1.0608412659929933 0.9060352037017675 0.9155470827140916 0.9550194107279626 1.0854817690761087 0.02096516552815312 0.9287380909158558 -0.0005661453447563557 -0.007156544438415062 0.9675665679244908 -0.0025841720980886496 0.0030698851711576185 0.8862822145260904 1.1585716148694005 -0.02922065684916502 -0.0034380364352680037 0.02790679480069815 1.089073254731487 -0.020415725801960192 1.0319114279296935 -0.03741072246398915 0.8637789050251101 1.0386704245866993 0.025344547491922085 -0.03897894587591748 0.012411253919768623 1.0127563501843022 1.0473505435970665 0.0038253657289831857 1.0410208859100003 0.007303690547242978 0.004832923967910911 -0.0021582642496627193 0.8765788863395554 0.9282544084621863 1.1739093153102487 0.871244574907544 0.9808936870297364 0.9936574785622133 1.0146279606678157 0.8972698658141157 1.059958626240154 0.9841531489560863 -0.030334292680888938 0.7996314125695432 -0.021298685916990592 0.011910340253708492 1.0935693192382387 -0.030483348642396452 0.013072667723268093 -0.044872231110751726 1.147617312075279 1.161473314728954 1.0550417363262588 0.8030973835256849 -0.006174710922917897 0.9414596999307396 0.01284509153658743 -0.02960005768198374 0.9867093195391288 0.004483938129150789 0.9328624283360103 0.013325213855040888,"[ 1.04482055e-02  1.06084127e+00  9.06035204e-01  9.15547083e-01
  9.55019411e-01  1.08548177e+00  2.09651655e-02  9.28738091e-01
 -5.66145345e-04 -7.15654444e-03  9.67566568e-01 -2.58417210e-03
  3.06988517e-03  8.86282215e-01  1.15857161e+00 -2.92206568e-02
 -3.43803644e-03  2.79067948e-02  1.08907325e+00 -2.04157258e-02
  1.03191143e+00 -3.74107225e-02  8.63778905e-01  1.03867042e+00
  2.53445475e-02 -3.89789459e-02  1.24112539e-02  1.01275635e+00
  1.04735054e+00  3.82536573e-03  1.04102089e+00  7.30369055e-03
  4.83292397e-03 -2.15826425e-03  8.76578886e-01  9.28254408e-01
  1.17390932e+00  8.71244575e-01  9.80893687e-01  9.93657479e-01
  1.01462796e+00  8.97269866e-01  1.05995863e+00  9.84153149e-01
 -3.03342927e-02  7.99631413e-01 -2.12986859e-02  1.19103403e-02
  1.09356932e+00 -3.04833486e-02  1.30726677e-02 -4.48722311e-02
  1.14761731e+00  1.16147331e+00  1.05504174e+00  8.03097384e-01
 -6.17471092e-03  9.41459700e-01  1.28450915e-02 -2.96000577e-02
  9.86709320e-01  4.48393813e-03  9.32862428e-01  1.33252139e-02]",0.5399641786664228,No
8A8D70C1F988F989,A1B2C3D4E5F6G7H8,1.0288149407616949 0.021386601400824552 -0.0047768990623956575 -0.011288843385720407 1.1914913693735885 0.02414234275786444 0.8221810779106715 0.022922800934494322 1.0406035218517236 0.04051468190169242 -0.013107942314823484 0.00015121271528306112 1.0780629184844877 1.1835287456690966 0.013593554481437788 0.9851693316561941 0.001345180705968711 1.107759405281912 0.7832057543854787 1.0437400943454653 0.0028961449428421262 -0.01326723140013289 0.029733762959136035 -0.012842819078992214 0.960935195832511 1.022900124251409 0.005488740249330497 0.01745002458457138 0.02705775353058868 0.005374126773647232 0.0020177915217132144 0.9962043844541709 0.990103272539206 1.1604965187293637 1.0599603216716993 0.8895521900597693 0.9152405973040959 0.02895689522047614 0.03784948360030445 1.1750449721025558 1.0185826335915373 -0.02827550438117349 -3.11610770637237e-05 -0.03140326889565071 0.8218036437672457 -0.006519460952420176 -0.014843227998739206 0.02510501684375101 1.1135726296549318 0.9691200140018948 0.976709710306694 1.10296554441971 0.8579118303429416 0.010027220221152901 0.03268928882218985 1.028686729043557 0.9436643254059863 -0.03544482508265117 -0.018123851832257436 8.84215265141454e-05 1.1780071269289516 -0.023733809584127973 0.003509577678483897 1.0604273276591183,"[ 1.02881494e+00  2.13866014e-02 -4.77689906e-03 -1.12888434e-02
  1.19149137e+00  2.41423428e-02  8.22181078e-01  2.29228009e-02
  1.04060352e+00  4.05146819e-02 -1.31079423e-02  1.51212715e-04
  1.07806292e+00  1.18352875e+00  1.35935545e-02  9.85169332e-01
  1.34518071e-03  1.10775941e+00  7.83205754e-01  1.04374009e+00
  2.89614494e-03 -1.32672314e-02  2.97337630e-02 -1.28428191e-02
  9.60935196e-01  1.02290012e+00  5.48874025e-03  1.74500246e-02
  2.70577535e-02  5.37412677e-03  2.01779152e-03  9.96204384e-01
  9.90103273e-01  1.16049652e+00  1.05996032e+00  8.89552190e-01
  9.15240597e-01  2.89568952e-02  3.78494836e-02  1.17504497e+00
  1.01858263e+00 -2.82755044e-02 -3.11610771e-05 -3.14032689e-02
  8.21803644e-01 -6.51946095e-03 -1.48432280e-02  2.51050168e-02
  1.11357263e+00  9.69120014e-01  9.76709710e-01  1.10296554e+00
  8.57911830e-01  1.00272202e-02  3.26892888e-02  1.02868673e+00
  9.43664325e-01 -3.54448251e-02 -1.81238518e-02  8.84215265e-05
  1.17800713e+00 -2.37338096e-02  3.50957768e-03  1.06042733e+00]",0.47882950047052786,No
8C488E90072917F5,A1B2C3D4E5F6G7H8,0.9485912843067683 -0.05246797056371551 -0.011524239488452293 -0.02287408599783114 0.923468878087796 1.0080301855422298 0.005081578116454872 0.008525355118399587 0.015469998270808792 0.9635584543109875 -0.008359028275098953 -0.024695815168421814 0.9660626934263898 0.024805636320811862 -0.045496549406944364 -0.029961560864112727 0.9136438823737093 -0.042824982335006555 0.0006472948477417593 0.017209456190502875 0.9985252683531123 1.2054788760209223 0.9928511912350344 0.04246151178556115 1.1380425365555682 0.01049782151674052 -0.0134010908054022 1.0415989689856393 0.0033455372391295304 -0.01505816992414909 0.02794270856872495 -0.005802680228569545 0.013518811883088757 -0.008857845647616155 0.003169968483665501 -0.016204985234534956 -0.011650236715275134 0.8769683402099638 0.8705233503415499 0.94765946773441 -0.006729033201392369 -0.03220026540127889 0.9566127195757348 0.016686833459872704 1.1615085140973975 0.02593613679810063 0.04484039661413327 1.0194113394995212 0.0046277333139246955 0.0038040434837134027 -0.0031839229272837243 0.9076438178302793 0.005288801249750397 1.235220735385218 1.2149059479130981 0.9821825115488716 0.9185917409142739 0.8355002510174198 0.9403587465706658 0.9958384700686259 0.00941134256647751 1.1842953112259926 0.00718639909319385 0.8712243924964422,"[ 9.48591284e-01 -5.24679706e-02 -1.15242395e-02 -2.28740860e-02
  9.23468878e-01  1.00803019e+00  5.08157812e-03  8.52535512e-03
  1.54699983e-02  9.63558454e-01 -8.35902828e-03 -2.46958152e-02
  9.66062693e-01  2.48056363e-02 -4.54965494e-02 -2.99615609e-02
  9.13643882e-01 -4.28249823e-02  6.47294848e-04  1.72094562e-02
  9.98525268e-01  1.20547888e+00  9.92851191e-01  4.24615118e-02
  1.13804254e+00  1.04978215e-02 -1.34010908e-02  1.04159897e+00
  3.34553724e-03 -1.50581699e-02  2.79427086e-02 -5.80268023e-03
  1.35188119e-02 -8.85784565e-03  3.16996848e-03 -1.62049852e-02
 -1.16502367e-02  8.76968340e-01  8.70523350e-01  9.47659468e-01
 -6.72903320e-03 -3.22002654e-02  9.56612720e-01  1.66868335e-02
  1.16150851e+00  2.59361368e-02  4.48403966e-02  1.01941134e+00
  4.62773331e-03  3.80404348e-03 -3.18392293e-03  9.07643818e-01
  5.28880125e-03  1.23522074e+00  1.21490595e+00  9.82182512e-01
  9.18591741e-01  8.35500251e-01  9.40358747e-01  9.95838470e-01
  9.41134257e-03  1.18429531e+00  7.18639909e-03  8.71224392e-01]",0.4212103559119271,Yes
E37878E090D3B571,A1B2C3D4E5F6G7H8,1.1056513436106647 0.7999595793058842 1.1442356513610574 0.01234684981577969 0.010295597839108507 -0.02258083964429218 1.1352936296709555 0.9450524087497001 -0.02454655726941638 0.9569522029592266 1.1591707592219893 1.1635058422953612 0.9371927475443907 0.0013397670629739123 -0.007247231211987355 -0.017669676493353884 -0.0005868795384133938 0.9086350001403132 0.9736708773466113 0.942647922788003 1.128850510068244 0.00657955330341492 -0.004314919736250692 -0.019408011204062842 1.094919240382241 0.9966421343414155 0.9540361784953746 -0.03324162667802557 -0.05233468684933474 0.003221863008048983 -0.015252152100016177 0.005744986400541459 0.9269401203460165 -0.0147407609928979 0.0018343315137090421 0.9424960578978925 -0.026475467400134952 0.024165895280658233 -0.02047296893941706 0.012479935290438695 0.9787288256258919 1.095165330960942 0.03510659215239482 1.179277357314258 -0.020006253515492164 0.0015002385681732395 0.8348388730334462 1.1076049064916136 1.0298336081501285 0.0219709967228703 0.8101002986097433 1.147556678114315 -0.001793173587651382 1.1104998711850258 0.0098666553804664 1.1513894408100331 -0.00016677726401486426 0.8043659691054337 1.155864377558124 0.9256383911644533 -0.04019875690953719 -0.010883378437222096 -0.01486787759505119 0.8424820664682149,"[ 1.10565134e+00  7.99959579e-01  1.14423565e+00  1.23468498e-02
  1.02955978e-02 -2.25808396e-02  1.13529363e+00  9.45052409e-01
 -2.45465573e-02  9.56952203e-01  1.15917076e+00  1.16350584e+00
  9.37192748e-01  1.33976706e-03 -7.24723121e-03 -1.76696765e-02
 -5.86879538e-04  9.08635000e-01  9.73670877e-01  9.42647923e-01
  1.12885051e+00  6.57955330e-03 -4.31491974e-03 -1.94080112e-02
  1.09491924e+00  9.96642134e-01  9.54036178e-01 -3.32416267e-02
 -5.23346868e-02  3.22186301e-03 -1.52521521e-02  5.74498640e-03
  9.26940120e-01 -1.47407610e-02  1.83433151e-03  9.42496058e-01
 -2.64754674e-02  2.41658953e-02 -2.04729689e-02  1.24799353e-02
  9.78728826e-01  1.09516533e+00  3.51065922e-02  1.17927736e+00
 -2.00062535e-02  1.50023857e-03  8.34838873e-01  1.10760491e+00
  1.02983361e+00  2.19709967e-02  8.10100299e-01  1.14755668e+00
 -1.79317359e-03  1.11049987e+00  9.86665538e-03  1.15138944e+00
 -1.66777264e-04  8.04365969e-01  1.15586438e+00  9.25638391e-01
 -4.01987569e-02 -1.08833784e-02 -1.48678776e-02  8.42482066e-01]",0.5029509916888901,No
4B2AD952FCE92EDB,A1B2C3D4E5F6G7H8,0.03451108577063478 0.8538131618622955 0.008855422945423401 -0.0011615073472069513 0.8315104690143963 0.0016177448903668807 0.95665942931607 1.1071899229148232 0.04268983867225485 -0.016707254506036377 1.0131074252601238 0.018353499635021902 0.8941869655401705 0.022628935770137755 0.899486880895728 0.030304999082621457 0.9086700320025397 0.9301005034478356 -0.005587434825834192 0.819250384867517 0.8447950281982538 -0.021001922171120537 -0.018435621991332533 1.0048617777022983 -0.002928939736638436 1.157032882634654 -0.02075482934367146 0.8526922113962547 0.033029007215760825 -0.033758569139440545 0.9011339238267576 0.03047145708433174 1.2144080909475319 0.9764759887923551 0.8849354342940139 1.076834226988752 1.0372649340553375 0.9621813614797465 -0.03754404511023669 -0.032995006293899565 1.2083400056931435 1.0068984609014398 1.170296265525013 0.014411661307262257 1.2257826112044348 0.01590268380808245 -0.0007262964094059988 0.9354613057542297 -0.00491623116353202 -0.007672407174085961 0.8723771531090245 -0.01861685333799748 1.0600151412091672 0.9507493799290269 0.9974592662117004 0.02078291360598521 1.1315474223400066 1.0763732568899165 0.026263713212779594 0.8436708301360057 0.8857220825869506 0.004169990854180573 0.8814797278024233 1.1457988162207875,"[ 3.45110858e-02  8.53813162e-01  8.85542295e-03 -1.16150735e-03
  8.31510469e-01  1.61774489e-03  9.56659429e-01  1.10718992e+00
  4.26898387e-02 -1.67072545e-02  1.01310743e+00  1.83534996e-02
  8.94186966e-01  2.26289358e-02  8.99486881e-01  3.03049991e-02
  9.08670032e-01  9.30100503e-01 -5.58743483e-03  8.19250385e-01
  8.44795028e-01 -2.10019222e-02 -1.84356220e-02  1.00486178e+00
 -2.92893974e-03  1.15703288e+00 -2.07548293e-02  8.52692211e-01
  3.30290072e-02 -3.37585691e-02  9.01133924e-01  3.04714571e-02
  1.21440809e+00  9.76475989e-01  8.84935434e-01  1.07683423e+00
  1.03726493e+00  9.62181361e-01 -3.75440451e-02 -3.29950063e-02
  1.20834001e+00  1.00689846e+00  1.17029627e+00  1.44116613e-02
  1.22578261e+00  1.59026838e-02 -7.26296409e-04  9.35461306e-01
 -4.91623116e-03 -7.67240717e-03  8.72377153e-01 -1.86168533e-02
  1.06001514e+00  9.50749380e-01  9.97459266e-01  2.07829136e-02
  1.13154742e+00  1.07637326e+00  2.62637132e-02  8.43670830e-01
  8.85722083e-01  4.16999085e-03  8.81479728e-01  1.14579882e+00]",0.5562460749414864,Yes
EE49C122F2A298A2,A1B2C3D4E5F6G7H8,1.1459839400671061 1.1437260581248987 0.9561080491642587 0.006126139862108169 1.1482373325074011 1.1316417679664679 0.9610521542590424 0.013170995973892312 0.031024689083404264 0.8778384068169469 -0.023324988584595977 -0.010493146040840987 1.0404027921601677 -0.004598822451123517 -0.023937243307069537 1.2019563404686093 1.0933163703536428 1.0749229848896458 0.015607690085567767 -0.001992945166313504 0.006965885168461047 -0.0113465429004882 -0.01807041341741222 1.03660612104968 -0.03930271902566961 -0.040730584585404524 1.0385951360251668 -0.021817879594333234 0.015303830444181241 -0.007857119124260242 0.8732152816163337 -0.016314817156072695 0.8402703505314661 0.8840153886904982 0.8875406992856367 0.8800956155226024 -0.04595777901071276 0.027101907057454296 1.0295912875652988 -0.00013023695277235067 0.9182643920848681 0.028949539399362827 0.8538077289425041 0.004472916473215122 0.015173647160589466 0.015306440046310248 1.1053201455902488 -0.019749102569676647 0.913140931559268 0.012545202693853837 0.007036971856202298 1.170530891669837 1.0650510391793053 -0.025122800783680056 -0.03232857367875946 -0.020188268310387086 0.9223431598131842 -0.025832524332122207 1.1660751857440241 -0.02104843527348757 0.00582164864908758 0.032704446902732484 0.9454356078567882 -0.03962712537587315,"[ 1.14598394e+00  1.14372606e+00  9.56108049e-01  6.12613986e-03
  1.14823733e+00  1.13164177e+00  9.61052154e-01  1.31709960e-02
  3.10246891e-02  8.77838407e-01 -2.33249886e-02 -1.04931460e-02
  1.04040279e+00 -4.59882245e-03 -2.39372433e-02  1.20195634e+00
  1.09331637e+00  1.07492298e+00  1.56076901e-02 -1.99294517e-03
  6.96588517e-03 -1.13465429e-02 -1.80704134e-02  1.03660612e+00
 -3.93027190e-02 -4.07305846e-02  1.03859514e+00 -2.18178796e-02
  1.53038304e-02 -7.85711912e-03  8.73215282e-01 -1.63148172e-02
  8.40270351e-01  8.84015389e-01  8.87540699e-01  8.80095616e-01
 -4.59577790e-02  2.71019071e-02  1.02959129e+00 -1.30236953e-04
  9.18264392e-01  2.89495394e-02  8.53807729e-01  4.47291647e-03
  1.51736472e-02  1.53064400e-02  1.10532015e+00 -1.97491026e-02
  9.13140932e-01  1.25452027e-02  7.03697186e-03  1.17053089e+00
  1.06505104e+00 -2.51228008e-02 -3.23285737e-02 -2.01882683e-02
  9.22343160e-01 -2.58325243e-02  1.16607519e+00 -2.10484353e-02
  5.82164865e-03  3.27044469e-02  9.45435608e-01 -3.96271254e-02]",0.4389472662925042,Yes
8F25D88D76505F12,A1B2C3D4E5F6G7H8,1.1676759810241115 0.0038425986627701864 0.0363865007970377 0.020444067570293316 0.8353636378446889 1.0887921803495706 0.9498347534493683 0.829165803585746 -0.006322588304098907 0.0272476764762174 0.9563745581274593 0.009254804132840822 -0.01012570876850889 1.1650678795305016 -0.006671669592523767 1.1141899872468592 0.985726183680237 0.9666191748781316 -0.008874806864762561 0.8023745851016129 0.9417889826119609 -0.02017693532435805 -0.02160833319124349 0.007823382096626504 1.0404609851885902 0.019559738271438365 -0.0080049248435963 -0.01570304789897776 0.9647864518081892 1.0435844327731048 -0.024272576996051436 1.077381651773431 -0.03523829821684418 1.073551627753899 1.2080298971174641 0.7999602815641439 0.0016447558311995464 0.8441696553331013 0.8681491972973943 -0.004395796267692729 -0.0038988034643456836 1.1936472935878848 0.009881062053291876 0.9723973465709018 0.015508176379157832 -0.008487613943178209 0.002612872882624106 0.0005166084284380699 0.02135346785744965 0.8678004608026908 -0.026410128180707287 1.163747403270938 1.0825958760395957 1.0145097347394099 1.1983233263800392 1.0279829954601667 -0.02420210027141081 -0.015006560504031836 0.0024219452008806598 0.97427409477368 0.024618835130959582 -0.008049118211643107 0.8419665630810159 0.00731308355230538,"[ 1.16767598e+00  3.84259866e-03  3.63865008e-02  2.04440676e-02
  8.35363638e-01  1.08879218e+00  9.49834753e-01  8.29165804e-01
 -6.32258830e-03  2.72476765e-02  9.56374558e-01  9.25480413e-03
 -1.01257088e-02  1.16506788e+00 -6.67166959e-03  1.11418999e+00
  9.85726184e-01  9.66619175e-01 -8.87480686e-03  8.02374585e-01
  9.41788983e-01 -2.01769353e-02 -2.16083332e-02  7.82338210e-03
  1.04046099e+00  1.95597383e-02 -8.00492484e-03 -1.57030479e-02
  9.64786452e-01  1.04358443e+00 -2.42725770e-02  1.07738165e+00
 -3.52382982e-02  1.07355163e+00  1.20802990e+00  7.99960282e-01
  1.64475583e-03  8.44169655e-01  8.68149197e-01 -4.39579627e-03
 -3.89880346e-03  1.19364729e+00  9.88106205e-03  9.72397347e-01
  1.55081764e-02 -8.48761394e-03  2.61287288e-03  5.16608428e-04
  2.13534679e-02  8.67800461e-01 -2.64101282e-02  1.16374740e+00
  1.08259588e+00  1.01450973e+00  1.19832333e+00  1.02798300e+00
 -2.42021003e-02 -1.50065605e-02  2.42194520e-03  9.74274095e-01
  2.46188351e-02 -8.04911821e-03  8.41966563e-01  7.31308355e-03]",0.48473864917539755,No
07E7841A8D0BD025,A1B2C3D4E5F6G7H8,-0.015064815984395345 -0.003119757512864214 -0.024669688228055348 -0.017009236204506756 0.0001675707313015236 0.8228594545530052 0.8354257198944286 0.7978481567275488 0.9028727680325228 0.9915798628979066 0.9493866339330906 -0.0426507245113876 -0.01713377607866761 1.060760040920039 1.0702709387778673 0.8371347767017491 0.9705477390660749 0.043195931691913686 -0.004487721863318959 -0.002648647002509358 0.006199858275511617 1.0736670565242925 0.012445301108922713 -0.0008142546654445107 0.004087255341763775 0.012517621382236476 -0.006436843059073036 1.0511926490938834 1.1578723627826926 -0.036825825099723375 1.1204008849777525 -0.01747638780253992 1.0045575010198715 -0.005231577168057988 0.003997348597629574 -0.037604311715671836 1.0606762261506208 1.029398297457385 -0.019160961407625333 0.9395239603739364 -0.003759995329145126 0.005862712600266339 0.009159203637988455 0.03683692607596371 1.2321882172791252 0.007134249189159279 0.979198348783658 1.110221961015842 0.8611866623123294 0.9011915772510531 -0.0027034094574716217 1.113354278999796 -0.002341012120735678 0.02334256773325115 0.0038743089023497 -0.020278999764120717 0.029628473479413525 0.0001981882508699432 0.9579790953227161 0.017933533439390803 0.011336908960390421 1.0425815518917192 -0.0068668261021273755 0.850420906381779,"[-1.50648160e-02 -3.11975751e-03 -2.46696882e-02 -1.70092362e-02
  1.67570731e-04  8.22859455e-01  8.35425720e-01  7.97848157e-01
  9.02872768e-01  9.91579863e-01  9.49386634e-01 -4.26507245e-02
 -1.71337761e-02  1.06076004e+00  1.07027094e+00  8.37134777e-01
  9.70547739e-01  4.31959317e-02 -4.48772186e-03 -2.64864700e-03
  6.19985828e-03  1.07366706e+00  1.24453011e-02 -8.14254665e-04
  4.08725534e-03  1.25176214e-02 -6.43684306e-03  1.05119265e+00
  1.15787236e+00 -3.68258251e-02  1.12040088e+00 -1.74763878e-02
  1.00455750e+00 -5.23157717e-03  3.99734860e-03 -3.76043117e-02
  1.06067623e+00  1.02939830e+00 -1.91609614e-02  9.39523960e-01
 -3.75999533e-03  5.86271260e-03  9.15920364e-03  3.68369261e-02
  1.23218822e+00  7.13424919e-03  9.79198349e-01  1.11022196e+00
  8.61186662e-01  9.01191577e-01 -2.70340946e-03  1.11335428e+00
 -2.34101212e-03  2.33425677e-02  3.87430890e-03 -2.02789998e-02
  2.96284735e-02  1.98188251e-04  9.57979095e-01  1.79335334e-02
  1.13369090e-02  1.04258155e+00 -6.86682610e-03  8.50420906e-01]",0.41665516902255567,Yes
871F43EDFBF68CC2,A1B2C3D4E5F6G7H8,1.1815191173404562 2.060955813926923e-06 0.01248004765149828 -0.008496657068345246 -0.012047923241666345 0.916483862478052 1.0650186533232346 0.9899305325634917 -0.022048596997799798 0.019910263077865645 -0.006275068050847436 1.1018586858560158 0.8591003223784022 0.8955309676856053 1.158361091736771 0.9304094621793185 -0.018614301132598297 1.0598299771155726 0.017842727133290725 0.012550596579283589 0.018278666334535766 -0.014011265591214985 1.0762514504119995 0.9430190901972411 0.908224350921718 1.143953297666039 1.1193919866501711 0.04995241361109225 0.8853733117931767 0.97689580564456 -0.021091933496943313 1.1326480011924156 1.1230226805444612 1.0798136383182577 1.1954141097409963 0.9736931042524715 1.0073162948750352 -0.02940804885341029 1.1980373120630952 0.8739122015718709 1.0722496494346732 0.8217523650652147 1.188575090986745 1.1620715873357417 -0.008254627877881083 0.9377890977118561 1.183760458255159 -0.00587100036851482 1.078132917580806 0.02765802148065153 -0.023151637187891004 0.014477962809849632 0.7929224507619581 0.8067156087338971 -0.01570012403845673 -0.0024182998932655944 1.1638069761920302 0.9932251686801865 -0.0293060599661291 -0.036943232118087636 5.1041218538144796e-05 -0.038721762729230585 0.870262691892175 0.022271504377154763,"[ 1.18151912e+00  2.06095581e-06  1.24800477e-02 -8.49665707e-03
 -1.20479232e-02  9.16483862e-01  1.06501865e+00  9.89930533e-01
 -2.20485970e-02  1.99102631e-02 -6.27506805e-03  1.10185869e+00
  8.59100322e-01  8.95530968e-01  1.15836109e+00  9.30409462e-01
 -1.86143011e-02  1.05982998e+00  1.78427271e-02  1.25505966e-02
  1.82786663e-02 -1.40112656e-02  1.07625145e+00  9.43019090e-01
  9.08224351e-01  1.14395330e+00  1.11939199e+00  4.99524136e-02
  8.85373312e-01  9.76895806e-01 -2.10919335e-02  1.13264800e+00
  1.12302268e+00  1.07981364e+00  1.19541411e+00  9.73693104e-01
  1.00731629e+00 -2.94080489e-02  1.19803731e+00  8.73912202e-01
  1.07224965e+00  8.21752365e-01  1.18857509e+00  1.16207159e+00
 -8.25462788e-03  9.37789098e-01  1.18376046e+00 -5.87100037e-03
  1.07813292e+00  2.76580215e-02 -2.31516372e-02  1.44779628e-02
  7.92922451e-01  8.06715609e-01 -1.57001240e-02 -2.41829989e-03
  1.16380698e+00  9.93225169e-01 -2.93060600e-02 -3.69432321e-02
  5.10412185e-05 -3.87217627e-02  8.70262692e-01  2.22715044e-02]",0.5901466896523151,Yes
5F0FA0255287E684,A1B2C3D4E5F6G7H8,-0.026731546689351925 1.0475701326284113 -0.04148561730702565 0.9593526873093264 1.1802439582278905 0.9038031830858843 0.9213158401949252 0.9961501979506541 0.01955935664618671 0.0010825556700202912 0.010328937037121613 0.001958900825623633 0.8938221734113194 0.8356290381741082 0.8217949365563562 1.157530442907511 0.863043698876058 -0.009271677011847035 0.9907809604185077 -0.00024741422986305144 0.015057738667833878 -0.03377591895609434 0.03717629834408248 0.02514545248992485 0.002638852576283805 -0.022536268014848967 0.9062444114213413 -0.009453949384095535 0.008792771320676728 1.1053590861494647 -0.016999200856257217 1.104692678930583 0.0007669242105956206 1.111187323108222 -0.027239477479005094 1.0892830842269319 -0.020072343859564294 0.002788451239865756 1.1809329449828228 -0.017005384894654106 0.8864481825666062 0.007849222777828267 0.030653263821703913 0.0011525329107112622 -0.003709035956380081 1.0734913647677642 1.0120098144966538 0.9531428555208293 1.1421126234997647 1.1236790129679042 1.1743512478673312 -0.02382926236649871 -0.006622186826683369 1.0913087435968416 1.0135887194286448 0.003258533224612328 0.8629925292915064 0.009493491082209586 0.03000780674850601 -0.008226489274056697 0.004307735927630419 1.1691285789366257 0.004135608037196787 -0.0038670070631215553,"[-2.67315467e-02  1.04757013e+00 -4.14856173e-02  9.59352687e-01
  1.18024396e+00  9.03803183e-01  9.21315840e-01  9.96150198e-01
  1.95593566e-02  1.08255567e-03  1.03289370e-02  1.95890083e-03
  8.93822173e-01  8.35629038e-01  8.21794937e-01  1.15753044e+00
  8.63043699e-01 -9.27167701e-03  9.90780960e-01 -2.47414230e-04
  1.50577387e-02 -3.37759190e-02  3.71762983e-02  2.51454525e-02
  2.63885258e-03 -2.25362680e-02  9.06244411e-01 -9.45394938e-03
  8.79277132e-03  1.10535909e+00 -1.69992009e-02  1.10469268e+00
  7.66924211e-04  1.11118732e+00 -2.72394775e-02  1.08928308e+00
 -2.00723439e-02  2.78845124e-03  1.18093294e+00 -1.70053849e-02
  8.86448183e-01  7.84922278e-03  3.06532638e-02  1.15253291e-03
 -3.70903596e-03  1.07349136e+00  1.01200981e+00  9.53142856e-01
  1.14211262e+00  1.12367901e+00  1.17435125e+00 -2.38292624e-02
 -6.62218683e-03  1.09130874e+00  1.01358872e+00  3.25853322e-03
  8.62992529e-01  9.49349108e-03  3.00078067e-02 -8.22648927e-03
  4.30773593e-03  1.16912858e+00  4.13560804e-03 -3.86700706e-03]",0.46118862663890714,No
