Plaintext,Encryption Key,EM Traces
8EF9F26533CE035C,A1B2C3D4E5F6G7H8,1.1044144916564893 -0.03300631927394417 0.06006211806723807 0.0023716807015751666 1.0836904071161544 0.9159542302606987 0.9262071699024831 0.0373579043069687 1.0352564215019773 0.8425179028564181 0.9028740956275925 1.0730036670947338 1.034836503684877 0.008651523566877385 -0.034888031528032555 0.9037324995261709 0.8838843092593296 0.870908729795591 0.8457395072889998 0.9943760540151544 -0.019778748884218048 -0.02732702740919639 0.9735732094025539 0.023417204177017297 0.02845073207765891 0.8079460689528688 0.8316483393112967 -0.02126252100021264 -0.014391309632583667 0.9749387732006629 -0.024380746400392443 0.8855609739942375 0.013833435158350362 -0.0347635401384911 0.9875071737546194 0.8575008042712147 -0.011744751291325167 -0.012613749077369934 1.1385546631786168 0.9510406930835708 0.8049512473712725 1.2287281255468159 -0.014763011672919784 0.010041395615750258 1.0100313259984242 0.9887360572296998 1.1827906985586596 0.04471803511117705 -0.006594459379377776 -0.004190940394965555 -0.008781750052692825 0.017312900498882133 -0.029242735068787096 -0.016787627677758918 1.0063496413783053 1.1675633111443304 0.01826603887674204 1.1215277767747216 -0.009123378869864756 0.8175531339117865 0.8936541520809032 0.851081250635426 -0.03901553638739708 -0.029755882780959104
0FA34A911508F211,A1B2C3D4E5F6G7H8,-0.03450568460042182 -0.005957652854380396 0.0034844895531590766 -0.028266887471211383 0.8207104113138278 1.078708495981445 1.016836485868605 0.8762205141943419 1.0429896347655796 -0.04908665647785595 1.18468113793974 -0.007686883153789167 -0.006793247053369371 -0.004178838857210984 0.9830758935565642 1.176671982897518 -0.01592431198549816 1.0886922566246422 -0.010171177797264322 0.003079338612639694 1.171682480007006 0.03671565661414289 0.9257494746185758 0.0077908084566991765 0.8462103741818727 -0.007357968934382981 0.0034676952736420364 0.8402194457482671 0.001823100420618193 0.0130196785485545 0.0025467548649628123 1.0699279757489504 0.04461670836063029 0.007733166913496145 -0.006378493856920149 0.977599895012741 0.022770107900709075 0.9584175385437181 -0.007454942462684038 1.1603311548682647 0.011042744150288256 -0.0010144714220573566 -0.005391504164720308 -0.01805759987994269 1.100996261429322 -0.007230390016065458 -0.010261142537287835 -0.03555507383595731 1.0565036036674786 0.9560689466047202 1.063866748001749 1.1483550447750812 -0.03338078886489649 0.0029525642616584935 0.9209081442587198 -0.019086680929674298 0.02172128956321981 0.007103601130582858 0.006141316668188089 1.0629033180303344 -0.006988457815360418 -0.02907253527995639 -0.009803765025871476 1.0254769614330903
893A0C917FD35494,A1B2C3D4E5F6G7H8,1.1399846431609226 -0.013972087179472884 0.018062916347472847 0.004132499459290599 1.0279347871542825 0.029096386428433322 -0.00011239853313851854 0.869104339425831 -0.009988211532610645 -0.04828403675723489 0.9091178575142664 0.9723649202059937 0.8937585314270634 0.0011492527562854571 0.9615365615125887 -0.023064107330195958 -0.004782672691312529 -0.008313578506997887 0.0023027253713284665 -0.015308177762076942 0.9959955715930026 0.9403214962944234 -0.02310707078416651 -0.00795485231565276 1.1554921466080617 -0.004819860999383509 0.0004498759039909395 1.026189766534318 -0.017037132585793733 0.002874819691741839 -0.024496060426310973 0.9249446854211563 0.007300256811028326 1.181910390791452 1.0021385956524034 1.1490242077026631 1.0813496813371761 1.085630725611253 0.8396490600999772 1.100026896164764 1.1870869816851835 0.873473394404783 -0.011325988337382199 0.8131685710806688 0.001693397536507381 -0.00039426610490472683 1.0394391890949424 0.9310431159331438 -0.0021060286804116734 1.1252245733877344 0.0013679436325802587 0.9707492499859262 -0.013724067546000125 1.1642732466560994 0.017028068449353506 0.008613342493223266 0.8688412762012713 -0.009967143373469461 0.02134729946206907 1.0093346943239396 0.010273351557247085 1.1283605946337885 0.009461720366745276 0.0017036324603331083
729447AD59802E4D,A1B2C3D4E5F6G7H8,-0.008007141616026057 0.9589658721760345 1.1848091248883097 0.8662812081848896 0.003937076914547276 -0.0040271894989366295 0.7978384212338068 -0.010800746288045986 1.0848904621172455 -0.03617867202218386 0.010487950541530346 1.0873839288223284 -0.011283008991807501 0.8070003648712935 -0.005988219632817442 0.018984162713489457 0.019784902127112633 1.0097504407672486 -0.00227607715164258 0.007709846876679616 -0.007806181831242745 0.9840005793609873 1.1838404531505224 1.1488951760426493 0.9572623295937478 -0.002517361777441482 0.8130702936587846 0.014043759705318107 1.1017195870845935 0.9627550826363839 0.0020300268975497592 0.865803041831755 -0.01155402475923549 0.8332865959735867 -0.026632594080781113 0.9980584035330626 1.0574728404889606 0.03192748758980756 0.030135012936034933 1.182885863395206 0.8273101595374518 -0.022634821048332057 -0.0011983171032075776 0.012373491607300858 -0.03607621303324021 0.006677595174563542 0.0036903669435398596 0.030106217509467896 0.016660751380565896 -0.026648394374938027 1.1235132073617142 0.031803489784029686 0.9543670657438922 1.0496432294131135 0.9475615128843804 -0.023652296081648032 -0.0037315437281977633 0.9671857226113989 0.0316095557608895 0.0020436101979742563 0.8554225332333109 0.8130317926340933 0.025049005627548745 0.8092503168679562
2BF7E59F8AD9F15F,A1B2C3D4E5F6G7H8,-0.0005271312791227969 -0.026045371443115865 1.020154775274607 0.02309069901554283 1.0696642656957105 0.012232616532242063 1.0887355717700649 1.154501401311522 1.0952913109968077 0.9930866289934167 0.8910004763089042 0.8948356499371438 -0.016343993485289816 0.9762468135631731 0.909163425433331 1.0855564607741144 1.153260032584106 1.1908718306902646 0.9488407079362758 -0.0023823422086727782 0.0006398772063187726 1.1106046421581657 -2.0274049679614732e-06 0.8197339988550967 0.8995329227682509 -0.028835872397440315 0.0265650974148869 0.9749497713439355 1.1271917480653775 1.035773128532977 0.8060218404558771 0.9590159321071827 0.9250633487972978 -0.012389378970245111 -0.002953976534734668 -0.027504260092868184 0.8026171947088331 0.016634483966153954 1.1441110112545183 0.043915816626712866 0.8394937550920365 0.8567058452450758 -0.009967353067958585 1.1278091935947303 0.8077817253302426 -0.012927380776230036 -0.02451992933894771 1.0444544494585277 0.973122916029211 0.9597905065838302 0.8982990498224624 0.9395145810854375 -0.012358995245288433 0.004726546734290696 -0.03214297390424303 0.9552257572917299 -0.021408773612927735 0.8194544662498435 0.025049291435193143 0.9352579576687611 1.1835948855314293 1.0323636516826067 0.9400976140038424 1.0196670530182772
9903AA9CC0192481,A1B2C3D4E5F6G7H8,0.9457706981028466 0.018414402903090564 -0.013727086862934154 1.2020318642704744 0.9732283097872315 0.009880125779616604 -0.004377756497136026 0.8406849479202865 0.014100421621812145 -0.018421224891497806 0.025565892833107333 0.04410631854169333 -0.010584073897612453 -0.020456578658969687 0.8650473263354108 1.0464617065938497 1.0639790511877871 -0.005045100144530623 0.8550553534289411 -0.00023385610977278578 1.1317293674809525 -0.003426323351261643 0.952903393591459 -0.019745899240266925 1.019556405046014 -0.004111618270961993 0.006274580230045321 0.7901885818584812 1.0076955427619882 1.162666927136584 -0.019403081532486925 -0.014027977106738903 0.9119852606570178 0.9063848548495917 0.0123085008376189 -0.0009527266743232488 -0.005861415472858341 0.024178029526725653 -0.013321235784215964 0.02302273280100991 0.023147187460632296 -0.009661193492544668 0.028915383960195974 1.1158392664048058 1.1481258652108661 0.029119363610485786 -0.012252549225451673 0.8949204495532436 0.02538000769535 -0.03506192874966741 1.0671679429572336 -0.048022498048122864 0.027905243918473956 0.8876229579693823 -0.011804906307868495 -0.0339331597154031 0.8239869843987511 0.00672766476988267 0.01642911959339905 -0.007934211304307697 -0.013588971205432746 -0.0017378561741975332 0.03388867904167794 0.9927716011326234
4DE06716F42C1ECC,A1B2C3D4E5F6G7H8,-0.0020150791236196513 1.1037195865479517 -0.009556696402920015 -0.001624207992132678 1.0235747810136144 0.8301385290744987 -0.005174246816085536 0.8464658328188459 0.9384114838608966 1.0143460772517023 1.1400349711354614 0.010515776597437554 0.016503016403357877 -0.0040797303410446085 0.002293516121459004 -0.021261240816288975 0.0036203641190889696 0.9858066660985729 0.9659271093194807 -0.0047145397771667435 -0.011217612103984496 1.1825496339194517 0.808044936916324 1.107753664568999 -0.0029291286131554076 -0.0038417474396990497 0.02165646707667696 0.8465014815890818 0.007481962002558784 1.1519164217540958 0.9652534227429428 0.0033690034478737587 1.1312109541539528 0.9215537978721159 1.043927384475232 0.9496696494146452 0.05465007112133651 0.839889152849311 0.033500561898529194 -0.02205400916543175 -0.03000124848413953 -0.0052587089816717855 0.8953160664075599 -0.002205568647640949 1.2113237191126496 1.1930425733299825 -0.025098076510642848 -0.023798767253661552 0.010186288459257764 -0.007596381469506217 0.00014565825267250267 0.9780727564553467 1.0610698696997596 0.9435652888516283 1.1293461164660803 0.0008400334109680902 0.9549172017006594 0.9052860343314303 0.010025050652125245 0.014395490402203746 1.1065365366056419 1.0618628295034784 -0.009424411014693273 -0.01936518781321575
E00C94028C2246E7,A1B2C3D4E5F6G7H8,1.199712153573612 0.9365633184316776 0.905885432649808 0.030312742992214946 0.005539312367636512 -0.013642795926091756 -0.00836268678685964 0.012497846898834262 -0.017656560174055203 -0.0014861922881850079 -0.006833064179757146 -0.021457006782646934 0.7803785737828713 1.0044287839801107 0.04441972889963171 0.011660692015648401 0.8139248563839083 0.00829250649785836 0.006515941241646391 0.9658419754451356 -0.018179291071500778 1.0309228852313654 0.017606613135135438 -0.0004888043449796807 -0.00484796911065171 8.169292898504539e-05 -0.0020611332544174313 0.02497872150356377 0.03770727145797816 0.014802384167467335 0.9304551409157594 0.010042659209655838 0.8082652613535709 0.018192618112573344 -0.007078999447676342 0.03248119280607639 0.9486395195914691 1.1025375098372026 0.011602809795626771 0.016681813183958713 0.001196168769795403 -0.038818793531689 1.1662886342919623 0.003749345021731154 -0.03192606955821326 0.026685129171578687 1.0180616703192584 0.0067131197095619466 0.02193515167798159 1.157175212320686 0.03387738498696464 -0.013914723419494377 0.01285744294781709 0.9763174341702567 0.8300048016061812 0.013355162581312124 0.9359532679295601 0.9673975743091014 1.0605862735840823 0.04191525501189916 -0.0027812507591338633 0.9355066463924689 0.8345973640209905 1.1486795814933792
BB22A4F7D9D99491,A1B2C3D4E5F6G7H8,1.1217741360341424 0.01871349567699948 0.793047924593566 0.8051851723382679 0.8625867149978672 -0.00853862807344246 1.1458875107769337 1.0040255413594446 -0.003875973714756132 0.0019174669527201942 0.9286832213915952 -0.0076991620123980555 -0.0073212419609954525 0.031832273555747255 0.7850022349038935 0.014707124307972034 1.082783227716291 -0.0074426620667308475 0.8752943663191777 -0.004669093770916013 0.0021388357743851163 1.0589511458655252 0.012994878288771106 -0.01689646627319493 0.9627377628583819 1.1832368246244895 0.9931234882965536 1.1308711891066825 0.01735761732316971 0.9912678878676554 1.0419734202595614 0.854147078590842 1.1654559619690976 0.8057317268123063 0.03009965018809888 1.1431221131666602 0.9891108709838036 0.011175361424308746 -0.006332490056075647 1.0508490214930741 0.9169565513922178 1.0343658524541126 0.019128197382137044 0.9573978019195767 1.0547234937445091 0.019556843754125305 -0.01535397576389717 0.7942367010342055 1.0821671977913285 0.02527481532058958 0.007667734239497654 1.1685149216690507 -0.009897853607710746 0.9841110299618722 -0.015280962371634699 -0.01348385481779016 0.886593050809611 -0.0074848919889691405 -0.03953406528321433 1.1838919608323413 0.002220645418744939 -0.002156237337642944 0.02016075178256828 0.8784778392704017
C63A448D94BE4E6E,A1B2C3D4E5F6G7H8,0.8089257853948293 0.9181203638188163 0.01479003107460794 0.01174149755658311 0.03433616743770593 1.0198003979268593 1.1099274868196718 0.01182246127997203 0.02416396804950125 -0.0017758913767513338 1.1500714741151687 0.9741143506315785 0.9828584938970243 0.008866963512659557 0.7948202372669863 -0.027415393449857564 -0.01257720385030762 0.8790648617008895 -0.00751228100525017 0.004462037951770345 0.010152300286680484 0.9883302239517601 -0.03906188228368533 -0.004378239791820322 0.870040342218169 0.0025124961577669773 -0.003939817681822126 -0.021744900552958503 1.140922579638304 0.9570409814346301 -0.0020726676569622422 1.0137202844319448 0.8081648847600427 -0.01441567236955807 0.028122763288367776 1.0173669895057849 0.007146554125139484 1.1541561309248505 0.012187478769912387 0.01600096587545195 0.9703298065956936 0.019846123377850886 0.8196145985508428 1.0794053985107126 0.8935520393181643 0.9136619149735158 1.098690986212178 0.004430598922002839 -0.014973866588653661 0.9462853976330644 0.023995248913105807 0.006968346208012784 1.1527083652372292 0.8932993076649779 1.0577302914566646 -0.03125158028771214 0.01482848959114241 1.1290840584972683 1.1078149912766202 -0.003908285484776572 1.0764404510212933 1.14004309342649 0.8829922601020933 0.049397215269994015
8DB0BEF2292D36E5,A1B2C3D4E5F6G7H8,1.171151634132002 0.01955995621220948 0.03122669628606232 0.013635133417111 1.203349286521617 1.1056134915579683 0.0126854864092487 1.1094673824128085 0.8255937058976456 0.023351811099036945 1.1384324120864044 1.1501081257135195 -0.035319302427708636 -0.008741029861935949 0.015145431136184915 0.023566530262610335 0.8756783013420029 0.005874784906161846 1.1398765064974339 1.1205225510298342 0.948874123993456 1.0512095103261747 1.1746022501382618 -0.03923416189972658 0.9569724161194187 0.9877220699769708 1.0377379081093796 1.0022925499308746 -0.011376166644029408 0.017278761943405385 1.0227532537307065 -0.017235222396481977 0.010075460329788241 0.005078953252868971 1.1144224569495311 0.00536784277791234 1.1374947572022664 -0.012446159761305147 0.021132531463122453 1.0931951534604938 0.047118535939533655 -0.0019674248421126016 0.8749667346901578 0.0335690732974832 0.9698954035266374 1.0618311207138176 0.004826874251886419 1.1079427739244816 0.014319618610834006 -0.006055748467596196 1.0444824565928847 1.1666984343472675 0.000661433018252222 0.8567611693393936 1.1854335033920886 -0.03419899560033136 1.1242870116194743 1.0609185442566693 0.8984549245609895 0.003425173652992847 0.012100172100557874 1.0633574528518508 0.013633165251150861 0.9150376178465219
523D2AA3D202682B,A1B2C3D4E5F6G7H8,0.023888135075454987 1.1888302604303467 0.01694922885517926 1.1143968562184767 0.0068601908400939314 0.018860544128351593 0.8061236973827274 0.038990550041858536 -0.005796305750081553 -0.02380895529926642 0.8023843366122448 1.0413776536199961 1.146115723967497 0.9480037611520159 0.02966332366734145 1.0166965033168447 0.02453968137063916 0.06271291264246794 1.1886935106698393 0.017085857344975117 1.0153283466545797 0.023646661508569908 0.9062568111293747 0.015571457518053946 0.9949607799774324 -0.010125921923878815 1.074304433005168 0.0130294374506884 0.014296170574841432 0.01012511506153102 0.8743536496867061 1.1192738187066984 1.0025833658131935 0.8666075029318151 -0.016386571846180985 0.8703260332820265 0.030825959024099403 -0.020833988176246234 1.1407155700389642 0.007288823391298714 0.030777807744057886 -0.035841289354391105 0.023618675551877105 0.008601636046504659 0.029069922059019992 0.011709653262125894 0.8311906013032463 0.008288970257538268 0.017302158371970928 1.0509614353789853 1.1084412829356203 0.03812181573866674 0.7754059012860958 -0.0009732245720217754 0.02780106925252217 0.014113323721288009 -0.013936052532184289 0.02046254248998748 0.9138943386119084 0.013433437448482034 1.0171639186314487 0.0108009930851738 0.8595718896039765 0.9434435924263787
